term_iri,local_name,term_type,defining_module,label_en,label_zh_cn,definition_en,definition_zh_cn,superclass,domain,range,inverse_property,characteristics,deprecated,replacement_term,source,source_status,audit_decision,audit_notes
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#BlockingDecision,BlockingDecision,Class,mnp-compliance,Blocking Decision,阻塞决定,Decision that portability is blocked.,携转被阻塞的决定。,EligibilityDecision,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#BlockingReason,BlockingReason,Class,mnp-compliance,Blocking Reason,阻塞原因,An independent reason that contributes to a blocking or review outcome.,导致阻塞或复核结果的独立原因。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ConditionalDecision,ConditionalDecision,Class,mnp-compliance,Conditional Decision,有条件决定,Decision that portability is conditionally allowed.,有条件允许携转的决定。,EligibilityDecision,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EligibilityAssessment,EligibilityAssessment,Class,mnp-compliance,Eligibility Assessment,资格评估,A deterministic evaluation of an MNP case against eligibility rules and evidence.,依据资格规则与证据对携转案件进行的确定性评估。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EligibilityDecision,EligibilityDecision,Class,mnp-compliance,Eligibility Decision,资格决定,Abstract decision outcome of an eligibility assessment.,资格评估的抽象决定结果。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EligibilityRule,EligibilityRule,Class,mnp-compliance,Eligibility Rule,资格规则,A versioned eligibility rule operationalizing regulatory clauses.,落实监管条款的版本化资格规则。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EligibleDecision,EligibleDecision,Class,mnp-compliance,Eligible Decision,可携决定,Decision that the case is eligible for portability.,案件符合携转资格的决定。,EligibilityDecision,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ManualReviewDecision,ManualReviewDecision,Class,mnp-compliance,Manual Review Decision,人工复核决定,Decision that manual review is required.,需要人工复核的决定。,EligibilityDecision,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ReassessmentMarker,ReassessmentMarker,Class,mnp-compliance,Reassessment Marker,重评标记,Marker indicating an assessment requires reassessment after rule change.,表示规则变更后评估需重评的标记。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RegulatoryClause,RegulatoryClause,Class,mnp-compliance,Regulatory Clause,监管条款,A specific clause within a regulatory document.,监管文件中的具体条款。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RegulatoryDocument,RegulatoryDocument,Class,mnp-compliance,Regulatory Document,监管文件,A regulatory or policy document containing clauses.,包含条款的监管或政策文件。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RemediationAction,RemediationAction,Class,mnp-compliance,Remediation Action,处理动作,A recommended action a user or operator should take.,建议用户或运营人员采取的处理动作。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RuleVersion,RuleVersion,Class,mnp-compliance,Rule Version,规则版本,A concrete version of an eligibility rule with effective dates.,带生效日期的资格规则具体版本。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#APIResponse,APIResponse,Class,mnp-evidence-time,API Response,接口响应证据,Evidence captured from an API response payload.,从接口响应载荷捕获的证据。,SystemObservation,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EvaluationTime,EvaluationTime,Class,mnp-evidence-time,Evaluation Time,评估时间点,Time resource representing an evaluation as-of instant.,表示评估基准时刻的时间资源。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EvidenceRecord,EvidenceRecord,Class,mnp-evidence-time,Evidence Record,证据记录,A dated business observation used as evidence in eligibility assessment.,用于资格评估的带时间戳业务观测证据。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EvidenceValidity,EvidenceValidity,Class,mnp-evidence-time,Evidence Validity,证据有效性,A validity window annotation for an evidence record.,证据记录的有效期注解。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#InformationSystem,InformationSystem,Class,mnp-evidence-time,Information System,信息系统,A source system that generates evidence observations.,产生证据观测的来源系统。,,,,,,false,,LOCAL_EXTENSION,INDUSTRY_ALIGNED,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ObservationTime,ObservationTime,Class,mnp-evidence-time,Observation Time,观测时间,Time resource representing when an observation was made.,表示观测发生时间的时间资源。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RecordedTime,RecordedTime,Class,mnp-evidence-time,Recorded Time,记录时间,Time resource representing when a fact was recorded.,表示事实被记录时间的时间资源。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#SystemObservation,SystemObservation,Class,mnp-evidence-time,System Observation,系统观测,Evidence produced by an information system observation.,由信息系统观测产生的证据。,EvidenceRecord,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#IdentityDocument,IdentityDocument,Class,mnp-identity,Identity Document,身份证件,An identity document used for real-name registration.,用于实名登记的身份证件。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#IdentityVerification,IdentityVerification,Class,mnp-identity,Identity Verification,实名核验,A system observation recording identity match outcome.,记录身份比对结果的系统观测。,SystemObservation,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#NaturalPerson,NaturalPerson,Class,mnp-identity,Natural Person,自然人用户,A natural person subscriber requesting number portability.,申请携号转网的自然人用户。,Subscriber,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#OrganisationSubscriber,OrganisationSubscriber,Class,mnp-identity,Organisation Subscriber,组织用户,An organisation acting as a telecom subscriber.,作为电信用户的组织主体。,Subscriber,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#PhoneNumber,PhoneNumber,Class,mnp-identity,Phone Number,电话号码,A telephone number that may be the subject of an MNP case.,可作为携号转网案件标的的电话号码。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#PhoneNumberOwnership,PhoneNumberOwnership,Class,mnp-identity,Phone Number Ownership Assertion,号码归属主张,"An asserted ownership or assignment relationship between a holder and a phone number, distinct from subscription assignment.",持有人与号码之间的归属主张，区别于订阅分配关系。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MODIFY,Clarified as assertion class; operational assignment uses assignedToSubscription.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RealNameRegistration,RealNameRegistration,Class,mnp-identity,Real Name Registration,实名登记,A real-name registration record linking a subscriber to identity evidence.,将用户与身份证据关联的实名登记记录。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#Subscriber,Subscriber,Class,mnp-identity,Subscriber,用户,A person or organisation that holds telecom subscriptions and may request number portability.,持有电信订阅并可申请携号转网的自然人或组织。,,,,,,false,,LOCAL_EXTENSION,INDUSTRY_ALIGNED,MOVE_MODULE,Moved from core to identity.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#MappingRecord,MappingRecord,Class,mnp-modeling-provenance,Mapping Record,映射记录,A documented mapping from an external API field to an MNP term.,从外部 API 字段到 MNP 术语的文档化映射。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,MOVE_MODULE,ODR-005: moved out of core.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#MappingRule,MappingRule,Class,mnp-modeling-provenance,Mapping Rule,映射规则,A reusable rule describing how source fields map to ontology terms.,描述来源字段如何映射到本体术语的可复用规则。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ModelingAssertion,ModelingAssertion,Class,mnp-modeling-provenance,Modeling Assertion,建模断言,"A proposed or confirmed assertion about ontology modeling, distinct from business case facts.",关于本体建模的提议或确认断言，区别于业务案件事实。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,ODR-005 TBox only.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ModelingEvidence,ModelingEvidence,Class,mnp-modeling-provenance,Modeling Evidence,建模证据,Evidence supporting a modeling assertion; not a business EvidenceRecord.,支撑建模断言的证据；不是业务 EvidenceRecord。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,ODR-005: disjoint from business evidence conceptually.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#RelationAssertion,RelationAssertion,Class,mnp-modeling-provenance,Relation Assertion,关系断言,A modeling assertion that proposes a relation between terms or instances for review.,提议术语或实例间关系以供审核的建模断言。,ModelingAssertion,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ReviewDecision,ReviewDecision,Class,mnp-modeling-provenance,Review Decision,建模审核决定,A human review decision on a modeling assertion; not an EligibilityDecision.,对建模断言的人工审核决定；不是资格决定。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,ODR-005: must not be confused with eligibility decisions.
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#SourceField,SourceField,Class,mnp-modeling-provenance,Source Field,来源字段,A field within a source record used in a mapping.,映射所使用的来源记录中的字段。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#SourceRecord,SourceRecord,Class,mnp-modeling-provenance,Source Record,来源记录,A source system or document record used as modeling input.,用作建模输入的来源系统或文件记录。,,,,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#AuthorizationCode,AuthorizationCode,Class,mnp-process,Authorization Code,授权码,A time-bounded authorization code for port-in submission.,用于携入提交的有时限授权码。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#AuthorizationCodeRequest,AuthorizationCodeRequest,Class,mnp-process,Authorization Code Request,授权码申请,Process step for requesting an authorization code.,申请授权码的流程步骤。,ProcessStep,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#EligibilityCheck,EligibilityCheck,Class,mnp-process,Eligibility Check,资格检查步骤,Process step for eligibility checking.,资格检查流程步骤。,ProcessStep,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#MNPCase,MNPCase,Class,mnp-process,MNP Case,携转案件,A mobile number portability request case.,携号转网申请案件。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#MNPCaseStatus,MNPCaseStatus,Class,mnp-process,MNP Case Status,案件流程状态,Lifecycle status of an MNP case.,携转案件生命周期状态。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#MNPRequest,MNPRequest,Class,mnp-process,MNP Request,携转申请,An MNP request specialization of an MNP case.,作为携转案件特例的携转申请。,MNPCase,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#PortInSubmission,PortInSubmission,Class,mnp-process,Port-In Submission,携入提交,Process step for port-in submission.,携入提交流程步骤。,ProcessStep,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#PortingConfirmation,PortingConfirmation,Class,mnp-process,Porting Confirmation,携转确认,Process step for porting confirmation.,携转确认流程步骤。,ProcessStep,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#PortingExecution,PortingExecution,Class,mnp-process,Porting Execution,携转执行,Process step for porting execution.,携转执行流程步骤。,ProcessStep,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ProcessEvent,ProcessEvent,Class,mnp-process,Process Event,流程事件,An event recorded during process execution.,流程执行期间记录的事件。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ProcessStep,ProcessStep,Class,mnp-process,Process Step,流程步骤,A discrete step in the MNP process lifecycle.,携转流程生命周期中的离散步骤。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#BroadbandService,BroadbandService,Class,mnp-service-contract,Broadband Service,宽带服务,A broadband access service offering.,宽带接入服务。,TelecomService,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#CommitmentPeriod,CommitmentPeriod,Class,mnp-service-contract,Commitment Period,承诺期,A contractual commitment period attached to a service contract.,附属于服务合约的承诺期。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ConvergedService,ConvergedService,Class,mnp-service-contract,Converged Service,融合业务,A converged multi-product service bundle.,融合多产品服务包。,TelecomService,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#MobilePlan,MobilePlan,Class,mnp-service-contract,Mobile Plan,移动套餐,A mobile telephony plan offering.,移动电话套餐。,TelecomService,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ServiceContract,ServiceContract,Class,mnp-service-contract,Service Contract,服务合约,A contractual commitment that may restrict portability until end time.,可能在截止前限制携转的服务合约。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ServiceSubscription,ServiceSubscription,Class,mnp-service-contract,Service Subscription,服务订阅,An instantiated subscription linking a subscriber to a telecom service and billing account.,将用户关联到电信服务与计费账户的订阅实例。,,,,,,false,,LOCAL_EXTENSION,INDUSTRY_ALIGNED,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#SupplementaryCardService,SupplementaryCardService,Class,mnp-service-contract,Supplementary Card Service,副卡业务,A supplementary SIM card service.,副卡服务。,TelecomService,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#TelecomService,TelecomService,Class,mnp-service-contract,Telecom Service,电信服务,A catalogued telecom service or product offering.,目录化的电信服务或产品。,,,,,,false,,LOCAL_EXTENSION,INDUSTRY_ALIGNED,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#TerminationAgreement,TerminationAgreement,Class,mnp-service-contract,Termination Agreement,解除协议,An agreement to terminate a service contract.,终止服务合约的解除协议。,,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ValueAddedService,ValueAddedService,Class,mnp-service-contract,Value-Added Service,增值业务,A value-added telecom service.,电信增值业务。,TelecomService,,,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#arrangementStatusCode,arrangementStatusCode,DatatypeProperty,mnp-account-billing,arrangement status code,缴费安排状态码,Status code of a payment arrangement.,缴费安排状态代码。,,PaymentArrangement,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#billPeriodEnd,billPeriodEnd,DatatypeProperty,mnp-account-billing,bill period end,账期结束,End datetime of a bill period.,账单账期结束时间。,,Bill,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#billPeriodStart,billPeriodStart,DatatypeProperty,mnp-account-billing,bill period start,账期开始,Start datetime of a bill period.,账单账期开始时间。,,Bill,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#chargeAmount,chargeAmount,DatatypeProperty,mnp-account-billing,charge amount,费用金额,Monetary amount of a charge.,费用项金额。,,Charge,xsd:decimal,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#paymentAmount,paymentAmount,DatatypeProperty,mnp-account-billing,payment amount,缴费金额,Monetary amount of a payment.,缴费金额。,,Payment,xsd:decimal,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#codeLabelEn,codeLabelEn,DatatypeProperty,mnp-code-list,code label (English),代码英文标签,English label of a code list entry.,码表条目的英文标签。,,CodeListEntry,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#codeLabelZh,codeLabelZh,DatatypeProperty,mnp-code-list,code label (Chinese),代码中文标签,Chinese label of a code list entry.,码表条目的中文标签。,,CodeListEntry,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#codeListName,codeListName,DatatypeProperty,mnp-code-list,code list name,码表名称,Name of the controlled code list.,受控码表名称。,,CodeListEntry,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#codeValue,codeValue,DatatypeProperty,mnp-code-list,code value,代码值,Canonical value of a code list entry.,码表条目的规范代码值。,,CodeListEntry,xsd:string,,,false,,LOCAL_EXTENSION,PROJECT_GOVERNANCE,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#actionCode,actionCode,DatatypeProperty,mnp-compliance,action code,动作代码,Code identifying a remediation action.,处理动作识别代码。,,RemediationAction,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#actionDescription,actionDescription,DatatypeProperty,mnp-compliance,action description,动作说明,Human-readable description of a remediation action.,处理动作的可读说明。,,RemediationAction,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#assessmentIdentifier,assessmentIdentifier,DatatypeProperty,mnp-compliance,assessment identifier,评估编号,Business identifier of an eligibility assessment.,资格评估业务编号。,,EligibilityAssessment,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#assessmentTime,assessmentTime,DatatypeProperty,mnp-compliance,assessment time,评估时间,As-of datetime used when selecting rule versions and evaluating evidence validity.,选择规则版本并评估证据有效性时使用的基准时间。,,EligibilityAssessment,xsd:dateTime,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#clauseIdentifier,clauseIdentifier,DatatypeProperty,mnp-compliance,clause identifier,条款编号,Business identifier of a regulatory clause.,监管条款业务编号。,,RegulatoryClause,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#clauseText,clauseText,DatatypeProperty,mnp-compliance,clause text,条款文本,Textual content of a regulatory clause.,监管条款文本内容。,,RegulatoryClause,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,ACCEPT,
https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#decisionCode,decisionCode,DatatypeProperty,mnp-compliance,decision code,决定代码,Code of an eligibility decision outcome.,资格决定结果代码。,,EligibilityDecision,xsd:string,,,false,,LOCAL_EXTENSION,LOCAL_EXTENSION,MOVE_MODULE,
